URL,Version,Status,OIDs,Name,Title,Description,Used
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-drug-category,1.0.6,active,,NHIDrugCategory,NHI-健保事前審查-藥物類型,"臺灣衛生福利部中央健康保險署「藥物類型」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。",
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-line-of-therapy,1.0.6,active,,NHILOT,NHI-健保事前審查-用藥線別,"臺灣衛生福利部中央健康保險署「用藥線別」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。",
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-medication,1.0.6,active,,NHIMedicationCodes,NHI-健保事前審查-用藥品項,"NHI-健保事前審查-用藥品項，參照自[健保用藥品項](https://www.nhi.gov.tw/ch/lp-2466-1.html)中的「健保用藥品項114年4月查詢檔(帶走所有壓縮檔114.4.2更新)」。    代碼出版日期：2025-04-30；資料所屬單位：衛生福利部中央健康保險署。  *因原始資料無代碼版本資訊，故使用其「更新日期」作為版本資訊。*    因代碼量較大會使載入頁面時間較長，為方便使用者瀏覽，此處僅擷取部分代碼，相關代碼可至[健保用藥品項網路查詢服務](https://info.nhi.gov.tw/INAE3000/INAE3000S01)查閱",
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-order-type,1.0.6,active,,NHIOrderType,NHI-健保事前審查-醫令類別,"臺灣衛生福利部中央健康保險署「醫令類別」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。",
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-pat-ast,1.0.6,active,,PatAst,NHI-健保事前審查-病人狀態評估項目,"臺灣衛生福利部中央健康保險署「病人狀態評估項目」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。",
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-pdf-type,1.0.6,active,,NHIPDFType,NHI-健保事前審查-文件類型,"臺灣衛生福利部中央健康保險署「文件類型」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。",
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-supporting-info-type,1.0.6,active,,NHIPASSupportingInfoType,NHI-健保事前審查-補充資訊類別,"臺灣衛生福利部中央健康保險署「補充資訊類別」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。",
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-tmhb-type,1.0.6,active,,NHITMHBType,NHI-健保事前審查-申請案件類別,"臺灣衛生福利部中央健康保險署「申請案件類別」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。",
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-tx-ast,1.0.6,active,,NHITreatmentAst,NHI-健保事前審查-治療後疾病狀態評估項目,"臺灣衛生福利部中央健康保險署「治療後疾病狀態評估項目」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。",
https://nhicore.nhi.gov.tw/pas/CodeSystem/organization-identifier-tw,1.0.6,active,,NHIOrganization,NHI-健保事前審查-特約醫事機構,"臺灣衛生福利部中央健康保險署「特約醫事機構」代碼，參照至[衛福部健保署特約醫事機構代碼網路查詢服務](https://www.nhi.gov.tw/ch/cp-5548-135e8-2931-1.html)中的[健保特約醫療院所名冊](https://info.nhi.gov.tw/IODE0000/IODE0000S09?id=1120)  代碼出版日期：2024-04-22；資料所屬單位：衛生福利部中央健康保險署。  *因原始資料無代碼版本資訊，故使用其「更新日期」作為版本資訊。*",
