URL,Version,Status,OIDs,Name,Title,Description,Used
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-acceptance-status,1.0.6,active,,NHIAcceptanceStatus,NHI-健保事前審查-案件受理狀態,"臺灣衛生福利部中央健康保險署「案件受理狀態」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-acceptance-status"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-apply-reason,1.0.6,active,,NHIApplyReason,NHI-健保事前審查-給付適應症,"臺灣衛生福利部中央健康保險署「給付適應症」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-apply-reason"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-apply-side,1.0.6,active,,NHIApplySide,NHI-健保事前審查-申請部位,"臺灣衛生福利部中央健康保險署「申請部位」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-apply-side"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-apply-type,1.0.6,active,,NHIApplyType,NHI-健保事前審查-申報類別,"臺灣衛生福利部中央健康保險署「申報類別」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-apply-type"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-approve-comment,1.0.6,active,,NHIApproveComment,NHI-健保事前審查-核定註記,"臺灣衛生福利部中央健康保險署「核定註記」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-approve-item-comment,ValueSet/nhi-approve-claim-comment"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-body-site,1.0.6,active,,NHIBodySite,NHI-健保事前審查-身體部位,"臺灣衛生福利部中央健康保險署「身體部位」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-body-site,ConceptMap/nhi-sct-body-site"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-continuation-status,1.0.6,active,,NHIContinuationStatus,NHI-健保事前審查-續用註記,"臺灣衛生福利部中央健康保險署「續用註記」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-continuation-status"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-drug-category,1.0.6,active,,NHIDrugCategory,NHI-健保事前審查-藥物類型,"臺灣衛生福利部中央健康保險署「藥物類型」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-drug-category"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-line-of-therapy,1.0.6,active,,NHILOT,NHI-健保事前審查-用藥線別,"臺灣衛生福利部中央健康保險署「用藥線別」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-line-of-therapy"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-medication,1.0.6,active,,NHIMedicationCodes,NHI-健保事前審查-用藥品項,"NHI-健保事前審查-用藥品項，參照自[健保用藥品項](https://www.nhi.gov.tw/ch/lp-2466-1.html)中的「健保用藥品項114年4月查詢檔(帶走所有壓縮檔114.4.2更新)」。    代碼出版日期：2025-04-30；資料所屬單位：衛生福利部中央健康保險署。  *因原始資料無代碼版本資訊，故使用其「更新日期」作為版本資訊。*    因代碼量較大會使載入頁面時間較長，為方便使用者瀏覽，此處僅擷取部分代碼，相關代碼可至[健保用藥品項網路查詢服務](https://info.nhi.gov.tw/INAE3000/INAE3000S01)查閱","ValueSet/nhi-medication"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-order-type,1.0.6,active,,NHIOrderType,NHI-健保事前審查-醫令類別,"臺灣衛生福利部中央健康保險署「醫令類別」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-order-type"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-pat-ast,1.0.6,active,,PatAst,NHI-健保事前審查-病人狀態評估項目,"臺灣衛生福利部中央健康保險署「病人狀態評估項目」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/pat-ast"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-pdf-type,1.0.6,active,,NHIPDFType,NHI-健保事前審查-文件類型,"臺灣衛生福利部中央健康保險署「文件類型」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-pdf-type"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-supporting-info-type,1.0.6,active,,NHIPASSupportingInfoType,NHI-健保事前審查-補充資訊類別,"臺灣衛生福利部中央健康保險署「補充資訊類別」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-supporting-info-type"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-tmhb-type,1.0.6,active,,NHITMHBType,NHI-健保事前審查-申請案件類別,"臺灣衛生福利部中央健康保險署「申請案件類別」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-tmhb-type"
https://nhicore.nhi.gov.tw/pas/CodeSystem/nhi-tx-ast,1.0.6,active,,NHITreatmentAst,NHI-健保事前審查-治療後疾病狀態評估項目,"臺灣衛生福利部中央健康保險署「治療後疾病狀態評估項目」代碼，代碼出版日期：2025-07-01；資料所屬單位：臺灣衛生福利部中央健康保險署。","ValueSet/nhi-tx-ast"
https://nhicore.nhi.gov.tw/pas/CodeSystem/organization-identifier-tw,1.0.6,active,,NHIOrganization,NHI-健保事前審查-特約醫事機構,"臺灣衛生福利部中央健康保險署「特約醫事機構」代碼，參照至[衛福部健保署特約醫事機構代碼網路查詢服務](https://www.nhi.gov.tw/ch/cp-5548-135e8-2931-1.html)中的[健保特約醫療院所名冊](https://info.nhi.gov.tw/IODE0000/IODE0000S09?id=1120)  代碼出版日期：2024-04-22；資料所屬單位：衛生福利部中央健康保險署。  *因原始資料無代碼版本資訊，故使用其「更新日期」作為版本資訊。*","ValueSet/nhi-organization"
https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/icd-10-cm-2014-tw,2017-07-19,active,,TW2014ICD10CM,臺灣健保署2014年中文版ICD-10-CM,"臺灣健保署2014年中文版ICD-10-CM，參照至[https://www.nhi.gov.tw/Content_List.aspx?n=3C0BD93EC042CC67&topn=23C660CAACAA159D](https://www.nhi.gov.tw/Content_List.aspx?n=3C0BD93EC042CC67&topn=23C660CAACAA159D)。    代碼出版日期：2022-07-29；資料所屬單位：衛生福利部中央健康保險署。    *因原始資料無代碼版本資訊，故使用其法規「公布日期」作為版本資訊。*    因代碼量較大會使載入頁面時間較長，為方便使用者瀏覽，此處(本頁、XML、JSON、TTL)僅擷取部分代碼，完整代碼可至[全國專門術語服務平臺－臺灣健保署2014年中文版ICD-10-CM](https://fhir.mohw.gov.tw/ts/codesystemRead.jsp?id=icd-10-cm-2014-tw&status=active&version=2017-07-19&metaId=1&codeStatus=use&show=Y)查閱","ValueSet/icd-10-cm-2014-tw"
https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/icd-10-pcs-2014-tw,2017-07-19,active,,TW2014ICD10PCS,臺灣健保署2014年中文版ICD-10-PCS,"臺灣健保署2014年中文版ICD-10-PCS，參照至[2014年版_中文版ICD-10-CM/PCS](https://www.nhi.gov.tw/ch/cp-6073-50654-3053-1.html)中的「中文版ICD-10-PCS(112.05.09更新)」。   代碼出版日期：2014-07-17；資料所屬單位：衛生福利部中央健康保險署。  *因原始資料無代碼版本資訊，故使用其法規「公布日期」作為版本資訊。*  因代碼量較大會使載入頁面時間較長，為方便使用者瀏覽，此處(本頁、XML、JSON、TTL)僅擷取部分代碼，完整代碼可至[全國專門術語服務平臺－臺灣健保署2014年中文版ICD-10-PCS](https://fhir.mohw.gov.tw/ts/codesystemRead.jsp?id=icd-10-pcs-2014-tw&version=2017-07-19&metaId=1&status=active&codeStatus=use&show=Y)查閱  ","ValueSet/icd-10-pcs-2014-radiotherapy,ValueSet/icd-10-pcs-2014-tw,ValueSet/icd-10-pcs-2014-image"
https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/medical-service-payment-tw,2024-11-29,active,,TWMedicalServicePayment,臺灣健保署醫療服務給付項目,"臺灣健保署醫療服務給付項目，參照至[全民健康保險醫療服務給付項目及支付標準](https://www.nhi.gov.tw/ch/cp-5943-f1cce-2821-1.html)中的「醫療服務給付項目(113.05.01生效) (113.04.23更新)」。    代碼出版日期：2022-07-01；資料所屬單位：衛生福利部中央健康保險署。  *因原始資料無代碼版本資訊，故使用其「生效日期」作為版本資訊。*  因代碼量較大會使載入頁面時間較長，為方便使用者瀏覽，此處(本頁、XML、JSON、TTL)僅擷取部分代碼，完整代碼可至[全國專門術語服務平臺－代碼系統(Code System)](https://fhir.mohw.gov.tw/ts/codesystem.jsp)查閱  ","ValueSet/laboratory-category-tw,ValueSet/procedure-tw"
https://twcore.mohw.gov.tw/ig/twcore/CodeSystem/medication-path-tw,2024-06-04,active,,TWMedicationPath,臺灣健保署給藥途徑,"臺灣健保署給藥途徑，[健保署檔案譯碼簿](https://www.nhi.gov.tw/ch/cp-1880-20811-3142-1.html)中的「給藥途徑/作用部位（2022/8/2版本）」。    代碼出版日期：2024-06-04；資料所屬單位：衛生福利部中央健康保險署。  *因原始資料無代碼版本資訊，故使用其「更新日期」作為版本資訊。*","ValueSet/medication-path-sct-tw"
https://twcore.mohw.gov.tw/ig/twcore/ValueSet/icd-10-cm-2023-tw,2024-11-18,active,,TW2023ICD10CM,臺灣健保署2023年中文版ICD-10-CM,"臺灣健保署2023年中文版ICD-10-CM，參照至臺灣健保署2023年中文版ICD-10-CM，參照至[國際疾病分類第 10 版](https://www.nhi.gov.tw/ch/np-3049-1.html)，由於資料會隨代碼更新而變動，本資料的來源位置可能已更新為最新版代碼，原資料已被覆蓋。       代碼出版日期：2024-01-31；資料所屬單位：衛生福利部中央健康保險署。  *因原始資料無代碼版本資訊，故使用其法規「公布日期」作為版本資訊。*  因代碼量較大會使載入頁面時間較長，為方便使用者瀏覽，此處(本頁、XML、JSON、TTL)僅擷取部分代碼，完整代碼可至[全國專門術語服務平臺](https://fhir.mohw.gov.tw/ts/codesystem.jsp)查閱  ","ValueSet/icd-10-cm-2023-tw"
https://twcore.mohw.gov.tw/ig/twcore/ValueSet/icd-10-pcs-2023-tw,2024-11-18,active,,TW2023ICD10PCS,臺灣健保署2023年中文版ICD-10-PCS,"臺灣健保署2023年中文版ICD-10-PCS，參照至臺灣健保署2023年中文版ICD-10-PCS，參照至[國際疾病分類第 10 版](https://www.nhi.gov.tw/ch/np-3049-1.html)，由於資料會隨代碼更新而變動，本資料的來源位置可能已更新為最新版代碼，原資料已被覆蓋。       代碼出版日期：2024-11-18；資料所屬單位：衛生福利部中央健康保險署。  *因原始資料無代碼版本資訊，故使用其法規「公布日期」作為版本資訊。*  因代碼量較大會使載入頁面時間較長，為方便使用者瀏覽，此處(本頁、XML、JSON、TTL)僅擷取部分代碼，完整代碼可至[全國專門術語服務平臺](https://fhir.mohw.gov.tw/ts/codesystem.jsp)查閱  ","ValueSet/icd-10-pcs-2023-image,ValueSet/icd-10-pcs-2023-tw,ValueSet/icd-10-pcs-2023-radiotherapy"
